age,salary,monthly_expenses,savings,debt,dependents,investment_horizon,risk_score,savings_rate,emergency_fund_months,debt_to_income,profile
21,242628,12153.27,281469,21735,0,22,8,0.399,23.16,0.09,Aggressive
62,144225,6002.55,93311,100344,2,2,5,0.501,15.55,0.696,Conservative
29,159152,7208.89,394733,83485,4,30,8,0.456,54.76,0.525,Aggressive
49,239815,8031.24,152457,20509,4,1,9,0.598,18.98,0.086,Balanced
49,185029,9027.42,101851,94934,3,13,9,0.415,11.28,0.513,Aggressive
45,164980,12246.9,46760,113362,4,3,4,0.109,3.82,0.687,Conservative
30,116188,5139.95,403976,52540,1,20,10,0.469,78.6,0.452,Aggressive
48,246952,17122.75,448662,39308,3,5,2,0.168,26.2,0.159,Conservative
31,141292,9581.48,178234,143484,3,2,2,0.186,18.6,1.016,Conservative
37,110570,8049.79,471109,101047,3,26,5,0.126,58.52,0.914,Balanced
35,242396,15847.86,299662,75605,3,29,10,0.215,18.91,0.312,Aggressive
46,229359,13623.51,186671,119319,4,18,4,0.287,13.7,0.52,Balanced
23,143791,9839.16,193878,123480,3,9,6,0.179,19.7,0.859,Balanced
49,198554,6479.55,422946,69128,1,22,9,0.608,65.27,0.348,Aggressive
46,145291,7319.72,287413,81453,1,28,7,0.395,39.27,0.561,Balanced
60,118375,8819.83,368339,123485,0,12,4,0.106,41.76,1.043,Conservative
19,58314,3757.75,166786,7238,1,37,7,0.227,44.38,0.124,Aggressive
40,225993,16556.65,32992,101051,0,18,2,0.121,1.99,0.447,Conservative
36,234840,15241.09,326411,124937,1,34,5,0.221,21.42,0.532,Balanced
48,128880,8926.93,220615,60930,3,3,9,0.169,24.71,0.473,Balanced
68,120326,7405.98,62973,136722,2,5,9,0.261,8.5,1.136,Balanced
22,166903,10685.63,378731,118913,3,23,4,0.232,35.44,0.712,Balanced
36,141026,7494.92,109515,124124,4,13,8,0.362,14.61,0.88,Aggressive
51,171197,12245.3,88715,17807,0,24,5,0.142,7.24,0.104,Balanced
27,82451,5522.65,241995,90811,2,28,3,0.196,43.82,1.101,Balanced
42,65708,4457.94,4187,1145,1,17,6,0.186,0.94,0.017,Balanced
19,37682,2261.41,180707,112233,3,6,4,0.28,79.91,2.978,Balanced
28,122406,5278.95,458351,137314,0,27,3,0.482,86.83,1.122,Balanced
67,233896,7203.93,73900,144904,0,29,4,0.63,10.26,0.62,Balanced
48,186866,13463.86,334307,59328,1,12,1,0.135,24.83,0.317,Conservative
73,79372,4447.25,357653,79821,0,35,10,0.328,80.42,1.006,Balanced
32,59477,2547.49,312348,47852,1,5,8,0.486,122.61,0.805,Aggressive
26,204935,7378.08,382875,1992,1,2,9,0.568,51.89,0.01,Aggressive
40,241013,16192.81,407550,36890,3,11,6,0.194,25.17,0.153,Balanced
36,189809,12813.47,402637,94326,0,4,5,0.19,31.42,0.497,Balanced
26,153692,10220.25,379892,125027,4,22,9,0.202,37.17,0.813,Aggressive
52,186129,10931.91,160145,110594,4,1,4,0.295,14.65,0.594,Conservative
38,191210,8784.64,300520,65353,3,16,1,0.449,34.21,0.342,Balanced
26,230462,9933.65,266910,23880,3,2,7,0.483,26.87,0.104,Balanced
45,73024,2158.5,38213,85520,1,27,1,0.645,17.7,1.171,Conservative
63,160749,10830.25,402701,28975,4,12,9,0.192,37.18,0.18,Balanced
68,195183,6475.0,22568,135082,0,5,4,0.602,3.49,0.692,Conservative
24,175146,10171.83,90736,120003,4,5,3,0.303,8.92,0.685,Conservative
33,37824,1977.06,139938,122237,3,22,4,0.373,70.78,3.232,Balanced
33,151837,8093.91,494571,40596,3,13,1,0.36,61.1,0.267,Balanced
50,196511,14078.25,69884,40653,1,16,6,0.14,4.96,0.207,Balanced
21,117151,3586.66,30972,106172,0,26,7,0.633,8.64,0.906,Aggressive
21,68926,4453.57,135028,137421,3,9,7,0.225,30.32,1.994,Balanced
56,187932,5929.71,216250,23347,0,32,5,0.621,36.47,0.124,Aggressive
57,32975,1019.43,143603,69388,4,19,10,0.629,140.87,2.104,Balanced
34,94877,4636.32,86175,62241,1,36,10,0.414,18.59,0.656,Aggressive
54,244749,7846.07,151598,54142,4,28,5,0.615,19.32,0.221,Balanced
56,97870,6394.41,41387,144232,3,15,6,0.216,6.47,1.474,Conservative
69,101371,5417.09,160349,65923,3,9,10,0.359,29.6,0.65,Balanced
46,177620,5416.99,436646,46891,0,16,8,0.634,80.61,0.264,Aggressive
69,120970,3752.85,133232,105341,3,6,9,0.628,35.5,0.871,Balanced
53,241647,13833.64,289795,146830,0,8,6,0.313,20.95,0.608,Balanced
55,118066,7805.75,287257,2003,2,33,3,0.207,36.8,0.017,Balanced
56,189808,9344.72,488318,38513,3,32,6,0.409,52.26,0.203,Balanced
67,81562,4452.06,65766,116228,4,36,4,0.345,14.77,1.425,Balanced
54,60409,3976.45,210316,90561,4,36,4,0.21,52.89,1.499,Conservative
69,235173,13439.71,109520,25672,0,34,7,0.314,8.15,0.109,Balanced
52,29834,1177.49,317382,41819,2,2,6,0.526,269.54,1.402,Conservative
24,122192,6997.31,177349,105408,3,13,8,0.313,25.35,0.863,Aggressive
44,20840,1207.94,479212,116707,1,10,8,0.304,396.72,5.6,Aggressive
45,230481,14477.26,31202,107376,1,38,3,0.246,2.16,0.466,Conservative
39,51568,2971.52,219950,108777,4,7,4,0.309,74.02,2.109,Balanced
31,30846,2269.97,124688,114917,3,3,2,0.117,54.93,3.726,Conservative
24,156971,5997.71,77763,81714,1,27,1,0.541,12.97,0.521,Balanced
54,106038,7715.15,383457,83752,0,14,7,0.127,49.7,0.79,Conservative
39,217173,11692.72,260251,73778,3,30,8,0.354,22.26,0.34,Aggressive
22,189845,11383.99,392955,129682,4,34,8,0.28,34.52,0.683,Aggressive
72,149789,5051.68,112725,118366,2,23,6,0.595,22.31,0.79,Balanced
19,127460,5940.88,360569,138568,0,17,7,0.441,60.69,1.087,Balanced
44,94723,6102.99,391072,128037,0,15,8,0.227,64.08,1.352,Balanced
38,223834,13780.73,62304,28357,3,7,4,0.261,4.52,0.127,Balanced
71,124194,3850.81,92840,46252,2,3,8,0.628,24.11,0.372,Balanced
55,131417,7125.29,275665,5887,0,9,6,0.349,38.69,0.045,Balanced
32,155383,5160.7,118111,83398,2,3,7,0.601,22.89,0.537,Balanced
38,76888,5752.0,44501,6040,4,35,10,0.102,7.74,0.079,Aggressive
27,61616,4331.16,150664,144512,0,8,7,0.156,34.79,2.345,Balanced
40,203206,6123.18,422631,128053,1,26,8,0.638,69.02,0.63,Aggressive
73,242297,16602.54,447039,112725,4,15,5,0.178,26.93,0.465,Conservative
56,26083,1859.91,389476,28371,4,5,2,0.144,209.41,1.088,Conservative
22,163670,7425.87,469753,67879,0,13,8,0.456,63.26,0.415,Aggressive
18,102476,6368.25,107226,138260,1,15,1,0.254,16.84,1.349,Conservative
30,112416,5556.7,183474,99542,2,39,2,0.407,33.02,0.885,Balanced
38,22580,1336.69,278383,59580,1,12,5,0.29,208.26,2.639,Balanced
43,142834,6393.9,335656,45216,4,35,4,0.463,52.5,0.317,Aggressive
67,132148,5807.99,467183,22044,0,8,2,0.473,80.44,0.167,Conservative
62,208467,10135.64,14199,10620,1,10,4,0.417,1.4,0.051,Conservative
38,62321,2233.49,134376,20723,1,34,7,0.57,60.16,0.333,Aggressive
70,29386,1976.52,442620,41142,4,8,5,0.193,223.94,1.4,Conservative
35,73171,3303.57,448312,41503,2,22,4,0.458,135.71,0.567,Aggressive
54,170594,8104.38,181565,135326,1,12,2,0.43,22.4,0.793,Conservative
62,216604,15193.51,458082,102837,1,22,2,0.158,30.15,0.475,Conservative
49,242832,12609.92,38843,69937,3,27,1,0.377,3.08,0.288,Balanced
53,165707,8966.68,405491,85209,4,18,10,0.351,45.22,0.514,Aggressive
34,151743,11078.17,253770,72403,3,19,6,0.124,22.91,0.477,Balanced
52,53545,3737.89,109485,46944,4,5,6,0.162,29.29,0.877,Conservative
66,205151,7577.02,325656,36002,4,16,4,0.557,42.98,0.175,Balanced
28,46855,2382.84,310330,17517,3,10,9,0.39,130.24,0.374,Aggressive
38,55790,4110.85,187129,77366,2,19,4,0.116,45.52,1.387,Balanced
69,71012,3283.13,326880,10589,2,1,3,0.445,99.56,0.149,Conservative
72,137827,6367.21,177446,60117,4,22,10,0.446,27.87,0.436,Aggressive
70,34260,1305.5,130525,127340,3,17,9,0.543,99.98,3.717,Balanced
43,216211,7439.06,118722,59264,1,35,1,0.587,15.96,0.274,Balanced
21,21074,1329.71,32086,34830,4,39,2,0.243,24.13,1.653,Conservative
51,193748,12488.94,57509,59544,4,9,1,0.226,4.6,0.307,Conservative
69,160547,11813.01,1107,4627,0,5,7,0.117,0.09,0.029,Conservative
65,229486,14828.24,228737,125894,2,9,1,0.225,15.43,0.549,Conservative
35,166192,6700.92,300030,118159,3,11,1,0.516,44.77,0.711,Conservative
57,174219,5401.72,342269,111446,1,14,6,0.628,63.36,0.64,Balanced
52,21986,1634.28,456368,71634,1,24,6,0.108,279.25,3.258,Balanced
58,183502,8215.51,114372,102111,4,20,5,0.463,13.92,0.556,Balanced
46,75479,3280.72,226816,103040,1,33,4,0.478,69.14,1.365,Balanced
69,234038,16544.06,446828,21341,1,4,8,0.152,27.01,0.091,Balanced
46,150833,8444.2,430741,15375,4,16,3,0.328,51.01,0.102,Balanced
55,22176,865.2,114735,95642,2,25,1,0.532,132.61,4.313,Conservative
59,104258,7289.4,382944,65627,0,1,1,0.161,52.53,0.629,Conservative
38,135188,10097.96,326136,115145,2,24,5,0.104,32.3,0.852,Balanced
59,104153,3451.57,141795,62515,2,3,3,0.602,41.08,0.6,Conservative
30,212990,14629.54,285587,1884,0,32,3,0.176,19.52,0.009,Balanced
66,178187,8386.43,87551,78968,4,34,2,0.435,10.44,0.443,Conservative
58,97442,5182.61,357799,112586,2,25,9,0.362,69.04,1.155,Aggressive
34,60002,4265.89,456576,85041,3,3,6,0.147,107.03,1.417,Conservative
73,77124,5690.2,493384,79738,3,7,7,0.115,86.71,1.034,Conservative
26,157682,6493.74,328931,75767,0,35,2,0.506,50.65,0.481,Balanced
58,69752,2714.91,112041,105946,3,29,1,0.533,41.27,1.519,Conservative
18,98947,3251.1,244584,40720,4,25,8,0.606,75.23,0.412,Aggressive
19,138972,7631.75,368493,9595,1,28,10,0.341,48.28,0.069,Aggressive
65,94716,2821.61,333524,85623,4,24,4,0.643,118.2,0.904,Balanced
46,199065,9564.15,427689,13918,0,5,9,0.423,44.72,0.07,Aggressive
50,30073,978.28,206620,128660,1,27,9,0.61,211.21,4.278,Aggressive
27,57251,2733.13,168227,29984,3,10,4,0.427,61.55,0.524,Aggressive
67,116496,3611.01,231206,108288,2,12,10,0.628,64.03,0.93,Balanced
57,222509,15007.67,74658,15813,3,18,3,0.191,4.97,0.071,Conservative
38,58897,2284.01,457893,135538,4,38,5,0.535,200.48,2.301,Balanced
45,201978,8930.29,453225,34999,4,8,6,0.469,50.75,0.173,Balanced
28,71616,4944.65,122707,58115,0,38,10,0.171,24.82,0.811,Aggressive
72,24482,1551.44,103487,108715,2,30,4,0.24,66.7,4.441,Conservative
51,127990,5017.97,60961,90333,2,9,1,0.53,12.15,0.706,Conservative
25,242036,7856.99,19158,19699,1,25,7,0.61,2.44,0.081,Balanced
39,224008,13881.41,122711,142553,1,30,5,0.256,8.84,0.636,Balanced
25,190646,8974.44,298777,83518,4,2,2,0.435,33.29,0.438,Conservative
66,63284,4067.81,214755,118950,0,17,9,0.229,52.79,1.88,Balanced
32,92932,4607.2,387919,83462,4,7,8,0.405,84.2,0.898,Balanced
34,27338,1230.9,283264,139405,2,22,10,0.46,230.13,5.099,Aggressive
40,193790,9659.83,430783,79996,2,10,7,0.402,44.6,0.413,Aggressive
41,163572,10382.83,462985,65625,4,26,9,0.238,44.59,0.401,Aggressive
62,162617,11467.5,161247,20790,2,13,10,0.154,14.06,0.128,Balanced
36,81480,2562.36,198773,136562,1,28,2,0.623,77.57,1.676,Balanced
22,156313,8314.05,1360,48055,2,36,3,0.362,0.16,0.307,Balanced
49,240386,7373.03,116032,108759,1,11,9,0.632,15.74,0.452,Aggressive
61,173893,8805.15,290262,118394,3,9,6,0.392,32.97,0.681,Conservative
18,24695,1722.28,290560,98163,0,16,2,0.163,168.71,3.975,Conservative
40,228138,10434.93,208789,148665,0,17,6,0.451,20.01,0.652,Balanced
54,34318,2467.6,344700,35992,2,5,5,0.137,139.69,1.049,Conservative
25,70934,4119.11,350311,37624,0,5,10,0.303,85.05,0.53,Aggressive
30,173403,12481.92,23378,89713,3,38,5,0.136,1.87,0.517,Conservative
25,141282,9023.7,77460,91471,2,31,5,0.234,8.58,0.647,Balanced
74,203744,6908.44,39054,131220,1,2,2,0.593,5.65,0.644,Conservative
40,111891,4448.91,158368,146335,3,27,6,0.523,35.6,1.308,Balanced
60,227932,10765.87,403061,24449,3,19,7,0.433,37.44,0.107,Balanced
18,244757,9047.01,455234,130670,0,25,9,0.556,50.32,0.534,Aggressive
62,88754,4601.91,386502,127690,1,38,5,0.378,83.99,1.439,Balanced
68,105677,5365.33,123948,97138,4,13,5,0.391,23.1,0.919,Conservative
41,122320,8928.77,224594,116405,3,29,9,0.124,25.15,0.952,Balanced
52,153909,7548.6,285228,42314,0,19,6,0.411,37.79,0.275,Balanced
41,145261,9467.32,486238,144610,3,35,7,0.218,51.36,0.996,Balanced
34,125338,9066.65,12098,67899,1,25,4,0.132,1.33,0.542,Balanced
22,60077,4167.06,205433,27508,1,9,4,0.168,49.3,0.458,Balanced
37,99915,3869.77,412161,68643,2,35,1,0.535,106.51,0.687,Balanced
38,155311,8060.85,496398,136700,4,15,5,0.377,61.58,0.88,Balanced
57,237420,10708.77,306457,116189,4,22,2,0.459,28.62,0.489,Balanced
48,49669,2358.96,135302,41409,0,13,5,0.43,57.36,0.834,Balanced
63,68624,3136.37,12184,15180,4,30,5,0.452,3.88,0.221,Balanced
53,95147,6378.79,451186,143449,1,21,4,0.196,70.73,1.508,Balanced
28,155222,7743.98,367070,43548,4,25,10,0.401,47.4,0.281,Aggressive
69,162181,8623.05,166135,127151,0,25,9,0.362,19.27,0.784,Balanced
32,177088,13139.13,403757,124323,3,22,5,0.11,30.73,0.702,Balanced
36,163008,5202.52,447181,55003,4,3,6,0.617,85.95,0.337,Balanced
24,162108,8353.65,74223,20319,4,9,1,0.382,8.89,0.125,Balanced
68,190308,12302.36,61820,114637,1,24,5,0.224,5.03,0.602,Conservative
45,165093,5959.02,365788,23214,1,32,9,0.567,61.38,0.141,Aggressive
68,56943,3256.87,295268,52861,3,17,6,0.314,90.66,0.928,Conservative
60,133694,5366.76,208027,126122,2,24,9,0.518,38.76,0.943,Balanced
22,232079,15995.51,266370,96649,4,8,4,0.173,16.65,0.416,Balanced
22,201088,8879.79,258012,49655,1,6,2,0.47,29.06,0.247,Balanced
47,174316,7713.26,228824,119739,2,9,9,0.469,29.67,0.687,Balanced
71,214099,12114.55,230135,101401,4,15,4,0.321,19.0,0.474,Balanced
49,143351,5387.13,181965,111892,4,24,2,0.549,33.78,0.781,Conservative
25,58985,2490.59,133415,9657,2,11,1,0.493,53.57,0.164,Balanced
27,152574,7363.57,317573,135592,1,31,2,0.421,43.13,0.889,Balanced
55,73836,3350.31,452572,116585,3,13,5,0.455,135.08,1.579,Balanced
64,119714,6371.6,197032,29577,4,30,3,0.361,30.92,0.247,Balanced
49,23770,1346.57,276398,30558,0,25,6,0.32,205.26,1.286,Balanced
65,62865,3466.31,160425,107146,0,12,4,0.338,46.28,1.704,Balanced
45,73811,4365.87,453276,132282,0,21,2,0.29,103.82,1.792,Conservative
34,24001,1038.57,461532,63807,3,24,7,0.481,444.39,2.659,Balanced
48,80848,2826.54,484783,115056,4,26,6,0.58,171.51,1.423,Balanced
25,72635,4651.33,95824,98235,1,12,8,0.232,20.6,1.352,Aggressive
57,40946,2790.91,204904,2843,1,37,10,0.182,73.42,0.069,Aggressive
42,217206,8893.74,5067,19834,3,21,5,0.509,0.57,0.091,Balanced
26,115852,5540.63,489463,93263,4,23,3,0.426,88.34,0.805,Balanced
19,111103,5779.33,206408,110850,2,1,4,0.376,35.71,0.998,Balanced
32,243116,13033.65,324762,83064,2,10,5,0.357,24.92,0.342,Aggressive
67,63744,3785.97,452602,52278,4,35,5,0.287,119.55,0.82,Conservative
20,137729,4279.72,451440,40428,4,38,6,0.627,105.48,0.294,Aggressive
66,190231,11838.91,294794,65553,1,28,9,0.253,24.9,0.345,Balanced
53,246884,7902.02,198363,111924,3,1,4,0.616,25.1,0.453,Conservative
21,43671,2211.06,256750,71535,3,8,7,0.392,116.12,1.638,Balanced
31,167522,11240.99,360008,123825,1,23,7,0.195,32.03,0.739,Balanced
58,165980,8273.67,400178,147723,0,20,6,0.402,48.37,0.89,Balanced
58,208347,7500.48,215150,33202,2,32,1,0.568,28.68,0.159,Balanced
42,195430,14523.2,28060,39208,4,23,9,0.108,1.93,0.201,Balanced
72,200119,13993.44,85068,38805,2,7,6,0.161,6.08,0.194,Balanced
67,186590,12038.51,113746,52360,2,11,3,0.226,9.45,0.281,Conservative
27,77813,3737.17,209258,107214,3,8,2,0.424,55.99,1.378,Conservative
38,116748,4388.9,134943,110168,1,14,3,0.549,30.75,0.944,Balanced
53,157878,11416.9,347993,90852,0,14,1,0.132,30.48,0.575,Conservative
29,124733,6681.46,124960,71231,0,36,3,0.357,18.7,0.571,Balanced
44,191963,13098.2,185584,79414,1,27,5,0.181,14.17,0.414,Balanced
57,146865,6586.31,204728,106264,2,20,4,0.462,31.08,0.724,Balanced
19,103551,4611.55,265576,4886,1,38,10,0.466,57.59,0.047,Aggressive
71,149335,11101.16,415186,3771,1,25,1,0.108,37.4,0.025,Conservative
30,59220,3143.64,10278,96183,4,29,5,0.363,3.27,1.624,Balanced
70,37158,1323.39,285677,59070,4,14,3,0.573,215.87,1.59,Conservative
49,100992,3962.43,141876,120711,2,28,10,0.529,35.81,1.195,Aggressive
48,178660,9157.36,258089,46686,3,30,7,0.385,28.18,0.261,Balanced
33,82576,2569.21,467371,47193,0,15,10,0.627,181.91,0.572,Aggressive
49,108027,5440.9,244433,80630,4,21,8,0.396,44.93,0.746,Balanced
49,175260,8477.0,390085,91210,2,12,5,0.42,46.02,0.52,Balanced
51,243687,15811.93,408123,125501,1,11,10,0.221,25.81,0.515,Balanced
28,78830,3581.63,464235,44765,4,39,8,0.455,129.62,0.568,Aggressive
27,155091,11507.78,3021,125890,1,6,6,0.11,0.26,0.812,Conservative
32,32419,1214.15,389275,93095,1,3,6,0.551,320.61,2.872,Balanced
34,53697,3020.65,85122,126584,4,15,5,0.325,28.18,2.357,Balanced
57,104932,3491.91,117757,83764,2,34,10,0.601,33.72,0.798,Aggressive
35,139712,8774.21,115147,134996,0,4,6,0.246,13.12,0.966,Conservative
72,115428,8629.34,132355,130530,2,34,1,0.103,15.34,1.131,Conservative
26,159045,10609.97,43166,48469,3,38,8,0.199,4.07,0.305,Aggressive
42,106649,5826.92,148370,16918,3,39,5,0.344,25.46,0.159,Aggressive
57,142649,7329.87,205663,40345,0,6,8,0.383,28.06,0.283,Aggressive
31,31136,2099.78,338947,139548,3,22,3,0.191,161.42,4.482,Conservative
42,104739,7548.07,263747,40755,1,37,10,0.135,34.94,0.389,Aggressive
67,82502,6146.84,447759,10861,3,32,6,0.106,72.84,0.132,Balanced
39,182357,8633.03,71345,91241,4,28,1,0.432,8.26,0.5,Balanced
69,43039,3210.01,165511,106999,1,26,1,0.105,51.56,2.486,Conservative
47,86720,3149.09,452758,57405,2,4,4,0.564,143.77,0.662,Conservative
37,143168,5839.49,336814,87781,0,10,10,0.511,57.68,0.613,Aggressive
38,108263,3599.37,236284,54353,4,27,6,0.601,65.65,0.502,Aggressive
61,79155,3294.54,274779,18767,4,20,3,0.501,83.4,0.237,Balanced
49,36911,2375.73,382077,57554,0,36,5,0.228,160.82,1.559,Balanced
68,20916,1427.71,193520,125274,3,5,10,0.181,135.55,5.989,Conservative
63,79052,5127.78,98080,112619,0,17,4,0.222,19.13,1.425,Conservative
66,220182,12790.49,349125,139640,0,32,10,0.303,27.3,0.634,Balanced
73,37790,1992.42,191328,121652,3,35,3,0.367,96.03,3.219,Conservative
38,234233,14440.22,39904,105366,2,23,9,0.26,2.76,0.45,Balanced
52,156278,7357.55,265233,52650,0,13,4,0.435,36.05,0.337,Balanced
49,141937,9612.92,207139,145451,3,1,10,0.187,21.55,1.025,Conservative
47,105053,6324.67,10195,68383,4,31,7,0.278,1.61,0.651,Conservative
72,69950,4277.4,212635,89578,0,19,5,0.266,49.71,1.281,Conservative
56,136211,7318.67,268366,54215,0,23,7,0.355,36.67,0.398,Balanced
66,76361,5325.39,243278,61212,2,34,5,0.163,45.68,0.802,Conservative
29,81451,3316.47,50374,105617,2,4,3,0.511,15.19,1.297,Conservative
58,57696,2690.71,394557,45577,4,34,6,0.44,146.64,0.79,Balanced
64,232713,15081.81,150303,100462,2,30,9,0.222,9.97,0.432,Balanced
35,219298,11348.89,387745,118352,4,10,6,0.379,34.17,0.54,Balanced
38,122395,8558.14,1145,59999,0,6,4,0.161,0.13,0.49,Conservative
30,144121,6491.69,32616,123958,3,12,1,0.459,5.02,0.86,Conservative
38,66728,3075.78,41483,64383,2,12,3,0.447,13.49,0.965,Balanced
25,75401,5270.56,29902,135691,4,18,3,0.161,5.67,1.8,Conservative
63,217298,10962.75,311802,116881,2,36,2,0.395,28.44,0.538,Balanced
57,45103,2382.45,491001,32287,2,35,10,0.366,206.09,0.716,Aggressive
63,185335,8232.27,299113,58928,1,25,2,0.467,36.33,0.318,Balanced
24,227693,9528.35,323220,129895,0,22,8,0.498,33.92,0.57,Aggressive
40,70044,4148.77,276552,20428,2,30,8,0.289,66.66,0.292,Aggressive
61,77730,2694.07,60769,142678,3,29,3,0.584,22.56,1.836,Conservative
49,45825,3183.31,42731,51138,1,7,4,0.166,13.42,1.116,Conservative
28,227328,14749.07,307865,125606,4,3,5,0.221,20.87,0.553,Balanced
39,57271,2171.1,406431,89393,4,21,9,0.545,187.2,1.561,Aggressive
39,97256,5930.27,38898,18132,3,20,5,0.268,6.56,0.186,Balanced
60,197804,11232.76,62872,81094,3,9,6,0.319,5.6,0.41,Conservative
42,86433,3252.0,297968,66454,0,36,7,0.549,91.63,0.769,Balanced
39,233702,9742.68,150910,25695,3,14,2,0.5,15.49,0.11,Balanced
45,121999,5845.2,138959,129598,4,18,4,0.425,23.77,1.062,Balanced
46,43572,2667.27,482424,139969,0,33,6,0.265,180.87,3.212,Balanced
30,58546,3421.52,157747,91511,3,2,4,0.299,46.1,1.563,Conservative
35,166222,8902.98,31295,4423,3,37,5,0.357,3.52,0.027,Aggressive
19,74165,4775.15,390443,64806,4,31,3,0.227,81.77,0.874,Conservative
46,83690,5348.25,393564,35210,0,22,2,0.233,73.59,0.421,Conservative
38,204736,11769.29,169001,2595,1,9,1,0.31,14.36,0.013,Balanced
32,233407,15226.78,325749,69611,1,20,3,0.217,21.39,0.298,Balanced
69,226271,10066.13,266445,75177,0,20,10,0.466,26.47,0.332,Aggressive
44,56948,3961.15,251893,85862,3,1,9,0.165,63.59,1.508,Balanced
67,188102,10787.66,138985,34539,3,30,1,0.312,12.88,0.184,Balanced
48,47007,3142.81,247423,54827,0,19,8,0.198,78.73,1.166,Balanced
32,120819,6548.93,373019,50169,1,36,5,0.35,56.96,0.415,Aggressive
68,111207,4356.91,18165,101996,2,14,4,0.53,4.17,0.917,Conservative
40,241993,13074.19,470108,61568,4,1,5,0.352,35.96,0.254,Balanced
41,96772,4468.54,359280,42095,0,5,7,0.446,80.4,0.435,Balanced
61,42024,2569.15,372035,84692,2,10,8,0.266,144.81,2.015,Balanced
30,190456,9708.28,8687,140079,4,9,2,0.388,0.89,0.735,Conservative
39,102912,6945.38,65489,60210,2,14,6,0.19,9.43,0.585,Balanced
60,169229,10195.2,26284,13377,2,39,4,0.277,2.58,0.079,Conservative
54,105481,6385.99,312098,117790,4,18,8,0.274,48.87,1.117,Balanced
50,108553,4246.55,145377,122150,2,25,4,0.531,34.23,1.125,Balanced
73,152828,11351.78,304359,132872,1,36,3,0.109,26.81,0.869,Conservative
20,219184,14848.28,316055,17192,0,31,5,0.187,21.29,0.078,Aggressive
71,242075,15814.61,120951,37901,1,35,4,0.216,7.65,0.157,Balanced
36,122488,5426.41,42686,969,1,27,5,0.468,7.87,0.008,Aggressive
40,116741,6270.91,254440,51031,4,22,9,0.355,40.57,0.437,Aggressive
46,209123,7413.53,335755,36087,4,11,3,0.575,45.29,0.173,Balanced
47,215667,11612.98,370373,37473,4,10,2,0.354,31.89,0.174,Balanced
56,98210,3521.15,235854,30655,2,8,2,0.57,66.98,0.312,Conservative
61,194166,10584.81,28593,146331,2,28,9,0.346,2.7,0.754,Balanced
64,238961,14074.74,75125,65923,0,23,7,0.293,5.34,0.276,Balanced
42,246457,11595.96,226562,45814,2,6,10,0.435,19.54,0.186,Aggressive
54,155607,8094.15,22974,68025,0,14,4,0.376,2.84,0.437,Conservative
64,207107,14352.68,270798,107011,1,24,6,0.168,18.87,0.517,Balanced
25,67367,2300.08,153636,68426,0,9,10,0.59,66.8,1.016,Aggressive
59,168190,11008.78,252771,66258,0,38,6,0.215,22.96,0.394,Balanced
33,210884,7801.21,224994,8947,4,25,3,0.556,28.84,0.042,Balanced
25,79884,2464.35,160970,106881,2,38,9,0.63,65.32,1.338,Aggressive
18,217240,8183.9,364310,65461,3,30,4,0.548,44.52,0.301,Aggressive
61,164352,10556.52,175441,22510,3,22,1,0.229,16.62,0.137,Conservative
22,165818,7915.31,10146,105077,4,2,2,0.427,1.28,0.634,Conservative
20,122572,8476.74,60171,142279,1,25,5,0.17,7.1,1.161,Balanced
